CustomerID,PersonID,TerritoryID,BusinessEntityID,PersonType,name,TotalPurchaseYTD,DateFirstPurchase,BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwnerFlag,NumberCarsOwned,Name_1,CountryRegionCode,Group
24684,4860,4,4860,IN,Charles L.Martin,2375.08,2004-01-02Z,1951-04-21Z,M,50001-75000,M,2,1,Partial College,Professional,1,2,Southwest,US,North America
24685,5174,4,5174,IN,Jordan E.Kumar,2375.08,2004-01-24Z,1951-06-03Z,M,50001-75000,M,2,1,Partial College,Professional,1,2,Southwest,US,North America
24686,8827,4,8827,IN,Melissa N.Murphy,34.3,2004-07-26Z,1952-07-18Z,S,50001-75000,F,2,1,Partial High School,Skilled Manual,1,2,Southwest,US,North America
24688,12581,4,12581,IN,Ashley NULL.Long,2375.08,2004-02-28Z,1953-02-03Z,M,50001-75000,F,3,1,Partial High School,Skilled Manual,0,3,Southwest,US,North America
24728,20436,4,20436,IN,Julia J.Diaz,8.11,2004-02-25Z,1974-08-11Z,S,25001-50000,F,0,0,Graduate Degree,Skilled Manual,0,0,Southwest,US,North America
24735,13082,4,13082,IN,Madison S.Powell,2460.06,2003-09-15Z,1966-05-14Z,S,75001-100000,F,0,0,Graduate Degree,Skilled Manual,1,0,Southwest,US,North America
24738,12274,4,12274,IN,Hannah L.Davis,2363.06,2004-02-06Z,1954-09-17Z,M,25001-50000,F,1,0,Partial College,Clerical,1,1,Southwest,US,North America
24739,14277,4,14277,IN,Dalton NULL.Sanders,2383.06,2004-02-08Z,1954-03-13Z,M,25001-50000,M,1,0,Partial College,Clerical,1,1,Southwest,US,North America
24742,19724,4,19724,IN,Rachel L.Ramirez,-28.61,2003-09-29Z,1955-03-14Z,S,25001-50000,F,1,0,High School,Clerical,0,2,Southwest,US,North America
24745,20468,4,20468,IN,Jennifer J.Ward,20,2004-01-26Z,1956-10-10Z,S,25001-50000,F,2,0,High School,Skilled Manual,0,2,Southwest,US,North America
24747,12951,4,12951,IN,Dakota L.Powell,-5.01,2004-07-16Z,1957-08-25Z,S,0-25000,M,2,1,Partial High School,Clerical,1,2,Southwest,US,North America
24749,11134,4,11134,IN,Marshall C.Guo,-5.01,2004-03-27Z,1957-09-27Z,M,0-25000,M,2,1,Partial High School,Clerical,1,2,Southwest,US,North America
24750,20064,4,20064,IN,Destiny A.Barnes,20,2004-04-10Z,1957-11-13Z,M,0-25000,F,2,1,Partial High School,Clerical,1,2,Southwest,US,North America
24753,13734,4,13734,IN,Eduardo O.Jenkins,721.34,2003-12-08Z,1958-06-24Z,S,25001-50000,M,2,0,High School,Skilled Manual,1,2,Southwest,US,North America
24754,3387,4,3387,IN,Haley C.Rivera,2424.08,2004-02-12Z,1958-12-05Z,M,25001-50000,F,1,0,Partial College,Clerical,1,1,Southwest,US,North America
24756,14991,4,14991,IN,Carlos NULL.Bell,2380.07,2004-02-20Z,1958-08-05Z,M,25001-50000,M,1,0,Partial College,Clerical,1,1,Southwest,US,North America
24761,14470,4,14470,IN,Lawrence NULL.Rubio,2349.08,2004-02-28Z,1959-05-25Z,S,25001-50000,M,2,0,Partial College,Clerical,1,1,Southwest,US,North America
24768,5137,4,5137,IN,Jordan NULL.Ross,-32.6,2003-10-25Z,1973-10-14Z,M,25001-50000,M,1,0,Graduate Degree,Skilled Manual,0,0,Southwest,US,North America
24769,9340,4,9340,IN,Brendan L.Lal,30.31,2004-04-25Z,1973-07-11Z,S,25001-50000,M,1,0,Graduate Degree,Skilled Manual,1,0,Southwest,US,North America
24770,17202,4,17202,IN,Isaac A.Wright,2380.07,2004-02-03Z,1973-11-13Z,M,50001-75000,M,1,0,Graduate Degree,Skilled Manual,1,0,Southwest,US,North America
24772,6065,4,6065,IN,Greg NULL.Russell,-122.41,2003-10-12Z,1972-05-22Z,M,25001-50000,M,1,0,Graduate Degree,Skilled Manual,1,0,Southwest,US,North America
24775,2823,4,2823,IN,Alexandra M.Alexander,-28.61,2004-07-30Z,1971-12-27Z,M,50001-75000,F,1,0,Graduate Degree,Skilled Manual,1,0,Southwest,US,North America
24776,12529,4,12529,IN,Samantha F.Perry,-18.4,2003-08-24Z,1971-10-05Z,M,50001-75000,F,1,0,Graduate Degree,Skilled Manual,1,0,Southwest,US,North America
24777,16902,4,16902,IN,Eric NULL.Adams,1.6,2003-08-16Z,1971-02-03Z,M,50001-75000,M,1,0,Graduate Degree,Skilled Manual,0,0,Southwest,US,North America
24782,19887,4,19887,IN,Nicole R.Morris,2415.76,2004-02-05Z,1972-02-07Z,M,50001-75000,F,1,0,Graduate Degree,Skilled Manual,1,0,Southwest,US,North America
24783,3769,4,3769,IN,Barry A.Raman,2415.76,2004-03-20Z,1972-08-04Z,M,50001-75000,M,1,0,Graduate Degree,Skilled Manual,1,0,Southwest,US,North America
24784,19119,4,19119,IN,Megan NULL.Kelly,2375.08,2003-10-05Z,1972-05-12Z,S,50001-75000,F,1,0,Graduate Degree,Professional,0,0,Southwest,US,North America
24789,11876,4,11876,IN,Tamara M.Hu,2349.08,2004-03-30Z,1970-06-12Z,M,25001-50000,F,1,1,Bachelors ,Skilled Manual,1,1,Southwest,US,North America
24790,9903,4,9903,IN,Rebekah J.Navarro,2363.06,2004-03-15Z,1970-08-06Z,M,25001-50000,F,1,1,Bachelors ,Skilled Manual,1,1,Southwest,US,North America
24792,4078,4,4078,IN,Clifford G.Malhotra,2349.08,2004-03-31Z,1970-10-17Z,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,1,1,Southwest,US,North America
24793,14957,4,14957,IN,Cole D.Morgan,2349.08,2004-04-17Z,1970-07-07Z,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,1,1,Southwest,US,North America
24796,3525,4,3525,IN,Jessica C.Simmons,2380.07,2004-04-05Z,1969-11-19Z,M,50001-75000,F,2,2,Bachelors ,Skilled Manual,1,0,Southwest,US,North America
24799,19854,4,19854,IN,Byron NULL.Sanz,2344.06,2004-04-27Z,1969-11-05Z,S,50001-75000,M,2,2,Bachelors ,Skilled Manual,1,0,Southwest,US,North America
24802,16915,4,16915,IN,Timothy L.Allen,2389.06,2003-10-04Z,1971-03-03Z,S,50001-75000,M,3,0,Graduate Degree,Professional,1,0,Southwest,US,North America
24804,8489,4,8489,IN,Tonya NULL.Raji,-2384.07,2003-10-07Z,1968-09-19Z,M,50001-75000,F,2,2,Bachelors ,Skilled Manual,1,1,Southwest,US,North America
24806,7841,4,7841,IN,Faith A.Russell,2355.08,2003-10-04Z,1970-03-25Z,M,50001-75000,F,4,0,Graduate Degree,Professional,1,0,Southwest,US,North America
24807,14365,4,14365,IN,Anne A.Moreno,2369.07,2003-10-14Z,1970-04-25Z,M,50001-75000,F,4,0,Graduate Degree,Professional,0,0,Southwest,US,North America
24808,15906,4,15906,IN,Eric A.Perez,2389.06,2003-10-09Z,1970-04-25Z,M,50001-75000,M,4,0,Graduate Degree,Professional,0,0,Southwest,US,North America
24809,11532,4,11532,IN,Alyssa E.Moore,2349.08,2003-10-11Z,1970-03-09Z,M,50001-75000,F,4,0,Graduate Degree,Professional,1,0,Southwest,US,North America
24810,20133,4,20133,IN,Alyssa A.Richardson,2349.08,2004-04-28Z,1967-02-16Z,M,25001-50000,F,2,2,Bachelors ,Skilled Manual,1,1,Southwest,US,North America
24811,8323,4,8323,IN,Trinity NULL.Ramirez,2330.08,2004-04-03Z,1967-07-12Z,S,25001-50000,F,2,2,Bachelors ,Skilled Manual,0,1,Southwest,US,North America
24812,15889,4,15889,IN,Johnathan B.Sai,-17.39,2003-12-05Z,1966-08-18Z,M,75001-100000,M,3,3,Bachelors ,Skilled Manual,1,1,Southwest,US,North America
24813,6979,4,6979,IN,Armando NULL.Schmidt,1.6,2003-10-15Z,1966-10-21Z,M,75001-100000,M,3,3,Bachelors ,Skilled Manual,1,1,Southwest,US,North America
24815,11833,4,11833,IN,Victoria NULL.Clark,2330.08,2003-10-11Z,1966-06-14Z,S,50001-75000,F,4,0,Graduate Degree,Professional,1,0,Southwest,US,North America
24822,9216,4,9216,IN,Paige L.Cook,-122.41,2004-02-08Z,1969-03-11Z,M,50001-75000,F,5,5,Graduate Degree,Professional,1,3,Southwest,US,North America
24823,17953,4,17953,IN,Vincent M.Zhao,77.59,2004-07-21Z,1969-08-17Z,M,50001-75000,M,5,5,Graduate Degree,Professional,1,3,Southwest,US,North America
24827,18309,4,18309,IN,Alexander K.Martinez,30.31,2003-10-09Z,1965-06-10Z,M,25001-50000,M,3,3,Bachelors ,Skilled Manual,1,3,Southwest,US,North America
24828,9131,4,9131,IN,Brooke NULL.Reed,2349.08,2004-05-20Z,1965-03-03Z,S,50001-75000,F,0,0,Graduate Degree,Professional,1,0,Southwest,US,North America
24829,6497,4,6497,IN,Ethan R.Patterson,30.31,2003-08-12Z,1965-02-24Z,M,50001-75000,M,0,0,Graduate Degree,Professional,0,0,Southwest,US,North America
24831,5357,4,5357,IN,Jackson NULL.Diaz,2388.07,2004-05-15Z,1965-07-13Z,S,50001-75000,M,0,0,Graduate Degree,Professional,1,1,Southwest,US,North America
24925,3012,4,3012,IN,Erick NULL.Perez,27.69,2004-06-17Z,1948-11-27Z,S,25001-50000,M,4,0,High School,Professional,0,2,Southwest,US,North America
24926,15981,4,15981,IN,Eric NULL.Roberts,-5.01,2004-06-26Z,1948-11-06Z,S,25001-50000,M,4,0,High School,Professional,0,2,Southwest,US,North America
24928,17071,4,17071,IN,Timothy E.Wright,22.7,2003-10-15Z,1948-04-09Z,S,25001-50000,M,4,0,High School,Professional,0,2,Southwest,US,North America
24930,12068,4,12068,IN,Abigail J.Lewis,-5.01,2003-08-16Z,1947-12-11Z,M,25001-50000,F,4,0,High School,Professional,1,2,Southwest,US,North America
24932,5081,4,5081,IN,Richard W.Jones,1.6,2003-11-30Z,1937-03-10Z,M,25001-50000,M,4,0,High School,Professional,1,2,Southwest,US,North America
24933,7682,4,7682,IN,Regina NULL.Sanchez,-32.6,2003-10-02Z,1937-05-25Z,S,25001-50000,F,3,0,Graduate Degree,Management,0,2,Southwest,US,North America
24934,19817,4,19817,IN,Lindsay P.Tang,-32.6,2004-06-05Z,1937-04-22Z,S,25001-50000,F,3,0,Graduate Degree,Management,0,2,Southwest,US,North America
24935,6383,4,6383,IN,James R.Hayes,34.3,2004-03-09Z,1938-05-09Z,S,50001-75000,M,3,0,Graduate Degree,Management,1,2,Southwest,US,North America
24940,3859,4,3859,IN,Fernando NULL.Martin,30.31,2003-08-01Z,1940-06-26Z,M,50001-75000,M,3,0,Bachelors ,Management,1,2,Southwest,US,North America
24942,14018,4,14018,IN,Steven NULL.James,2349.08,2004-05-01Z,1940-07-24Z,M,50001-75000,M,3,0,Bachelors ,Management,0,2,Southwest,US,North America
24944,18910,4,18910,IN,Whitney H.Garcia,17.59,2003-10-01Z,1940-09-11Z,M,50001-75000,F,3,0,Bachelors ,Management,1,2,Southwest,US,North America
24946,12631,4,12631,IN,Sarah L.Hughes,34.3,2003-10-23Z,1940-12-11Z,S,50001-75000,F,3,0,Graduate Degree,Management,1,2,Southwest,US,North America
24948,16389,4,16389,IN,Nathan NULL.Carter,-28.61,2004-03-26Z,1941-03-01Z,M,25001-50000,M,3,0,Bachelors ,Management,1,2,Southwest,US,North America
24950,3139,4,3139,IN,Stephanie NULL.Alexander,34.3,2004-03-17Z,1941-09-28Z,S,25001-50000,F,4,0,Bachelors ,Management,1,2,Southwest,US,North America
24951,14318,4,14318,IN,Jeremy D.Ward,-32.6,2004-01-31Z,1943-09-25Z,M,50001-75000,M,4,0,Bachelors ,Management,1,2,Southwest,US,North America
24954,6407,4,6407,IN,Jonathan NULL.Long,1.6,2004-04-09Z,1947-01-06Z,M,25001-50000,M,4,0,High School,Professional,1,2,Southwest,US,North America
24955,20061,4,20061,IN,Donald V.Perez,-742.35,2004-01-08Z,1945-11-05Z,S,25001-50000,M,5,0,Partial High School,Skilled Manual,1,3,Southwest,US,North America
24956,8641,4,8641,IN,Ariana V.Ward,733.36,2004-01-08Z,1945-08-05Z,M,25001-50000,F,5,0,Partial High School,Skilled Manual,1,4,Southwest,US,North America
24957,3638,4,3638,IN,Anna A.Howard,707.36,2004-01-05Z,1945-04-21Z,M,25001-50000,F,5,0,Partial High School,Skilled Manual,1,4,Southwest,US,North America
24958,11891,4,11891,IN,Tamara D.Xu,-2384.07,2004-05-20Z,1946-06-04Z,S,25001-50000,F,5,0,High School,Professional,0,3,Southwest,US,North America
24959,14340,4,14340,IN,Kristy L.Blanco,2349.08,2003-10-18Z,1946-10-17Z,S,50001-75000,F,5,0,Bachelors ,Management,1,3,Southwest,US,North America
24963,2482,4,2482,IN,Erica NULL.Zhao,-32.6,2003-10-23Z,1947-04-18Z,M,25001-50000,F,2,1,High School,Professional,1,2,Southwest,US,North America
24971,17540,4,17540,IN,Brittney D.Lin,-87.4,2004-05-03Z,1948-08-21Z,M,50001-75000,F,2,1,Partial College,Professional,1,2,Southwest,US,North America
24972,4254,4,4254,IN,Edward NULL.Garcia,2388.07,2004-05-06Z,1948-09-26Z,S,50001-75000,M,2,1,Bachelors ,Management,0,0,Southwest,US,North America
24973,8934,4,8934,IN,Arianna R.Rivera,1.6,2003-12-06Z,1948-02-13Z,M,50001-75000,F,2,1,Bachelors ,Management,1,0,Southwest,US,North America
24974,5060,4,5060,IN,Eduardo NULL.Carter,-26.91,2004-03-11Z,1948-06-01Z,M,50001-75000,M,2,1,Bachelors ,Management,1,0,Southwest,US,North America
24980,9693,4,9693,IN,Savannah NULL.Phillips,-32.6,2003-12-06Z,1949-07-01Z,M,50001-75000,F,2,1,Partial College,Professional,1,1,Southwest,US,North America
24982,4961,4,4961,IN,Devin NULL.King,30.31,2003-10-30Z,1950-10-17Z,M,50001-75000,M,2,1,Partial College,Professional,1,1,Southwest,US,North America
24983,20745,4,20745,IN,Morgan M.Griffin,34.3,2004-05-02Z,1950-08-21Z,S,50001-75000,F,4,2,Partial College,Professional,1,1,Southwest,US,North America
24984,18404,4,18404,IN,William NULL.Moore,-28.61,2004-02-03Z,1950-03-02Z,M,50001-75000,M,4,2,Partial College,Professional,1,1,Southwest,US,North America
24985,9676,4,9676,IN,Jenna T.Phillips,47.09,2004-03-09Z,1950-06-04Z,M,75001-100000,F,3,1,Bachelors ,Management,1,1,Southwest,US,North America
24987,16090,4,16090,IN,Kristopher NULL.Chandra,2355.08,2004-05-15Z,1951-04-18Z,M,50001-75000,M,2,1,Partial College,Professional,1,2,Southwest,US,North America
24988,12739,4,12739,IN,Kayla E.Diaz,2349.08,2003-10-06Z,1951-04-10Z,M,50001-75000,F,4,2,Partial College,Professional,1,2,Southwest,US,North America
24990,15797,4,15797,IN,Timothy R.Collins,2368.06,2003-10-27Z,1952-11-19Z,M,50001-75000,M,2,1,High School,Professional,1,2,Southwest,US,North America
24992,7835,4,7835,IN,Faith L.Bryant,26.94,2003-12-07Z,1952-03-12Z,M,50001-75000,F,2,1,Partial High School,Skilled Manual,1,2,Southwest,US,North America
24993,6930,4,6930,IN,Marvin L.Ortega,12.1,2004-06-11Z,1952-03-22Z,M,50001-75000,M,2,1,Partial High School,Skilled Manual,1,2,Southwest,US,North America
24994,19019,4,19019,IN,Lauren NULL.Sanders,30.31,2003-08-01Z,1953-06-23Z,M,50001-75000,F,3,1,High School,Professional,1,2,Southwest,US,North America
24996,18308,4,18308,IN,Dylan NULL.Miller,2360.07,2004-05-03Z,1953-03-07Z,M,50001-75000,M,3,1,Partial High School,Skilled Manual,1,3,Southwest,US,North America
24997,4372,4,4372,IN,Melvin M.Kumar,2330.08,2004-06-21Z,1953-10-01Z,S,50001-75000,M,3,1,Partial High School,Skilled Manual,1,3,Southwest,US,North America
24998,11777,4,11777,IN,Olivia NULL.Martinez,2330.08,2003-10-04Z,1968-04-14Z,S,greater than 100000,F,1,0,Graduate Degree,Management,1,3,Southwest,US,North America
24999,17095,4,17095,IN,Shaun NULL.Jai,-32.6,2004-03-21Z,1968-04-25Z,S,greater than 100000,M,1,0,Graduate Degree,Management,0,0,Southwest,US,North America
25007,20169,4,20169,IN,Alyssa R.Sanders,22.7,2003-10-27Z,1978-09-02Z,S,25001-50000,F,0,0,Partial College,Skilled Manual,0,1,Southwest,US,North America
25008,3422,4,3422,IN,Haley H.Perry,2330.08,2004-06-21Z,1978-05-20Z,S,50001-75000,F,0,0,Partial College,Skilled Manual,0,2,Southwest,US,North America
25014,15439,4,15439,IN,Juan NULL.Reed,2349.08,2004-06-12Z,1978-08-16Z,S,50001-75000,M,0,0,Partial College,Skilled Manual,0,2,Southwest,US,North America
25015,9093,4,9093,IN,Jacqueline S.Rogers,2334.55,2003-10-09Z,1978-08-07Z,M,50001-75000,F,0,0,Partial College,Skilled Manual,0,2,Southwest,US,North America
25018,4801,4,4801,IN,Lucas F.Robinson,-120.12,2003-12-01Z,1977-02-04Z,S,50001-75000,M,0,0,Partial College,Skilled Manual,1,2,Southwest,US,North America
25023,10026,4,10026,IN,Carolyn NULL.Sanz,34.3,2003-10-19Z,1980-03-10Z,S,25001-50000,F,0,0,Bachelors ,Professional,1,2,Southwest,US,North America
25024,13998,4,13998,IN,Brad S.Pritchett,-32.6,2004-02-12Z,1980-06-02Z,S,25001-50000,M,0,0,Bachelors ,Professional,0,2,Southwest,US,North America
25025,13168,4,13168,IN,Spencer J.Bryant,2369.07,2003-10-06Z,1979-12-19Z,S,50001-75000,M,0,0,Partial College,Skilled Manual,0,2,Southwest,US,North America
25042,8923,4,8923,IN,Arif A.Rizaldy,2349.08,2004-06-23Z,1975-08-28Z,S,25001-50000,F,0,0,High School,Skilled Manual,0,2,Southwest,US,North America
25043,14654,4,14654,IN,Damien W.Rai,-78.41,2004-02-24Z,1975-02-20Z,S,25001-50000,M,0,0,High School,Skilled Manual,1,2,Southwest,US,North America
25044,19499,4,19499,IN,Emma H.Bailey,-28.61,2003-11-21Z,1975-08-10Z,S,50001-75000,F,0,0,Partial College,Skilled Manual,0,2,Southwest,US,North America
25047,12829,4,12829,IN,Trevor NULL.Long,2348.06,2004-06-03Z,1973-11-10Z,M,50001-75000,M,0,0,Partial College,Professional,1,2,Southwest,US,North America
25049,17802,4,17802,IN,Candice L.Ye,-2375.08,2003-10-31Z,1973-06-20Z,M,50001-75000,F,0,0,Partial College,Professional,1,2,Southwest,US,North America
25050,5612,4,5612,IN,Darryl S.Chen,2349.08,2003-11-03Z,1973-05-06Z,S,50001-75000,M,0,0,Partial College,Professional,1,2,Southwest,US,North America
25060,17318,4,17318,IN,Noah R.Martinez,2349.08,2003-11-11Z,1973-01-17Z,S,75001-100000,M,0,0,Bachelors ,Management,0,1,Southwest,US,North America
25064,17624,4,17624,IN,James M.Harris,2429.07,2003-11-04Z,1966-02-18Z,S,greater than 100000,M,0,0,Bachelors ,Management,0,2,Southwest,US,North America
25068,6191,4,6191,IN,Robert NULL.Shan,-32.6,2004-04-15Z,1964-06-21Z,S,50001-75000,M,4,4,Bachelors ,Skilled Manual,0,2,Southwest,US,North America
25071,2716,4,2716,IN,Natalie W.Brooks,34.3,2004-07-15Z,1964-02-18Z,M,50001-75000,F,5,5,Bachelors ,Skilled Manual,1,3,Southwest,US,North America
25075,12389,4,12389,IN,Samantha A.Thompson,2369.07,2003-11-04Z,1963-05-27Z,M,50001-75000,F,4,2,Bachelors ,Professional,1,2,Southwest,US,North America
25076,19963,4,19963,IN,Nicole W.Jenkins,2369.07,2004-06-21Z,1963-08-15Z,M,50001-75000,F,3,2,Graduate Degree,Professional,0,0,Southwest,US,North America
25078,6346,4,6346,IN,James NULL.Jenkins,2363.06,2004-06-05Z,1962-03-28Z,M,25001-50000,M,3,2,High School,Skilled Manual,1,2,Southwest,US,North America
25080,7068,4,7068,IN,Marissa NULL.Long,2363.06,2003-11-10Z,1962-01-15Z,S,50001-75000,F,1,0,Bachelors ,Professional,1,1,Southwest,US,North America
25081,9026,4,9026,IN,Melanie NULL.Morris,707.36,2004-02-21Z,1961-09-08Z,S,25001-50000,F,0,0,Bachelors ,Professional,0,2,Southwest,US,North America
25082,18281,4,18281,IN,William A.Martinez,30.31,2004-04-13Z,1961-02-02Z,M,25001-50000,M,4,3,High School,Skilled Manual,1,2,Southwest,US,North America
25083,12706,4,12706,IN,Omar NULL.Gao,28.61,2004-05-11Z,1961-06-17Z,M,25001-50000,M,4,3,High School,Skilled Manual,1,3,Southwest,US,North America
25085,15406,4,15406,IN,Lucas NULL.Rogers,1210.85,2003-07-24Z,1961-08-25Z,M,50001-75000,M,1,0,Partial College,Skilled Manual,1,1,Southwest,US,North America
25086,19811,4,19811,IN,Jasmine NULL.Cox,1238.33,2003-07-03Z,1961-08-26Z,M,50001-75000,F,1,0,Partial College,Skilled Manual,1,1,Southwest,US,North America
25088,19384,4,19384,IN,Victoria J.Reed,1179.86,2003-07-17Z,1961-02-10Z,M,50001-75000,F,1,0,Partial College,Skilled Manual,1,1,Southwest,US,North America
25091,5551,4,5551,IN,Jessie NULL.Zeng,28.61,2003-10-09Z,1960-01-11Z,S,25001-50000,M,0,0,Bachelors ,Professional,0,1,Southwest,US,North America
25092,12243,4,12243,IN,Emily NULL.Jackson,1239.84,2003-07-11Z,1960-10-16Z,M,50001-75000,F,1,0,Partial College,Skilled Manual,1,1,Southwest,US,North America
25099,7597,4,7597,IN,Melanie G.Hayes,1179.86,2003-08-27Z,1960-02-28Z,M,50001-75000,F,1,0,Partial College,Skilled Manual,1,1,Southwest,US,North America
25102,3098,4,3098,IN,Stephanie L.Kelly,1.6,2003-08-23Z,1959-08-18Z,M,50001-75000,F,4,3,Bachelors ,Professional,1,0,Southwest,US,North America
25103,7934,4,7934,IN,Shelby NULL.Brooks,-17.4,2004-02-05Z,1959-02-17Z,M,50001-75000,F,4,3,Bachelors ,Professional,1,0,Southwest,US,North America
25105,3791,4,3791,IN,Warren M.Nara,2363.06,2003-11-05Z,1959-11-20Z,S,75001-100000,M,4,0,Graduate Degree,Professional,1,0,Southwest,US,North America
25148,6564,4,6564,IN,Ryan NULL.Simmons,1179.86,2003-09-01Z,1957-10-06Z,M,50001-75000,M,2,0,High School,Professional,0,2,Southwest,US,North America
25150,4379,4,4379,IN,Xavier NULL.Jones,2349.08,2003-11-07Z,1957-11-27Z,S,75001-100000,M,2,1,Bachelors ,Management,1,1,Southwest,US,North America
25151,19862,4,19862,IN,Jasmine NULL.Washington,-28.61,2004-05-05Z,1956-05-11Z,S,75001-100000,F,2,0,Partial High School,Skilled Manual,0,2,Southwest,US,North America
25152,3254,4,3254,IN,Maria M.Sanders,30.31,2003-09-18Z,1956-08-19Z,S,50001-75000,F,2,0,High School,Professional,1,2,Southwest,US,North America
25154,14636,4,14636,IN,Clinton NULL.Serrano,27.6,2004-06-25Z,1965-12-06Z,M,greater than 100000,M,2,2,Bachelors ,Management,1,3,Southwest,US,North America
25155,13896,4,13896,IN,Theresa NULL.Alonso,2349.08,2003-11-30Z,1965-01-06Z,S,greater than 100000,F,3,2,Bachelors ,Management,1,4,Southwest,US,North America
25156,8181,4,8181,IN,Catherine NULL.Peterson,28.61,2003-08-15Z,1965-09-24Z,S,greater than 100000,F,1,1,Graduate Degree,Management,0,4,Southwest,US,North America
25161,2588,4,2588,IN,Isabella NULL.Flores,2330.08,2003-11-26Z,1964-05-13Z,M,greater than 100000,F,3,2,Bachelors ,Management,1,3,Southwest,US,North America
25162,15326,4,15326,IN,Bryan D.Morris,-2384.07,2003-11-15Z,1964-11-11Z,S,greater than 100000,M,1,1,Bachelors ,Management,0,3,Southwest,US,North America
25163,2757,4,2757,IN,Natalie NULL.Griffin,2363.06,2003-11-18Z,1956-04-25Z,M,50001-75000,F,3,2,Partial College,Professional,1,0,Southwest,US,North America
25164,15589,4,15589,IN,Isaac C.Parker,30.31,2003-11-19Z,1956-08-24Z,M,50001-75000,M,3,2,Partial College,Professional,0,1,Southwest,US,North America
25165,12413,4,12413,IN,Ashley D.Brown,73.6,2004-06-18Z,1956-01-18Z,M,50001-75000,F,4,3,Partial College,Professional,1,0,Southwest,US,North America
25166,13551,4,13551,IN,Miguel R.Jenkins,26.58,2004-03-28Z,1956-04-03Z,S,50001-75000,M,4,3,Partial College,Professional,1,0,Southwest,US,North America
25167,5899,4,5899,IN,Elijah NULL.Hughes,1.6,2004-05-23Z,1956-11-13Z,M,75001-100000,M,3,0,Partial College,Professional,0,1,Southwest,US,North America
25168,14556,4,14556,IN,Micheal NULL.Hernandez,34.3,2004-02-24Z,1955-04-25Z,M,75001-100000,M,2,0,Partial High School,Skilled Manual,1,2,Southwest,US,North America
25169,14391,4,14391,IN,Angel NULL.Peterson,-2384.07,2003-11-23Z,1934-09-02Z,S,greater than 100000,M,1,2,Graduate Degree,Management,0,3,Southwest,US,North America
25172,14471,4,14471,IN,Evan NULL.Gray,26.09,2003-12-21Z,1963-11-16Z,M,greater than 100000,M,3,2,Bachelors ,Management,1,4,Southwest,US,North America
25176,13647,4,13647,IN,Edward NULL.Flores,-28.61,2004-03-27Z,1962-06-14Z,S,greater than 100000,M,1,2,Bachelors ,Management,0,4,Southwest,US,North America
25184,20411,4,20411,IN,Peter NULL.Tang,2330.08,2003-11-12Z,1961-03-25Z,S,greater than 100000,M,1,3,Partial College,Professional,1,4,Southwest,US,North America
25185,9144,4,9144,IN,Jade NULL.Reed,2383.06,2003-11-15Z,1961-07-08Z,S,greater than 100000,F,1,3,Bachelors ,Management,0,3,Southwest,US,North America
25186,7138,4,7138,IN,Angelica NULL.Coleman,2413.57,2003-11-16Z,1955-10-03Z,M,75001-100000,F,3,2,Partial College,Professional,1,1,Southwest,US,North America
25191,6260,4,6260,IN,Austin D.Gonzales,2349.08,2003-11-21Z,1936-06-10Z,S,greater than 100000,M,1,3,Graduate Degree,Management,0,4,Southwest,US,North America
25195,10711,4,10711,IN,Alexandra NULL.Wilson,-28.61,2004-02-13Z,1954-10-20Z,S,50001-75000,F,3,0,Partial High School,Skilled Manual,0,2,Southwest,US,North America
25197,5742,4,5742,IN,Kyle J.Perry,28.61,2003-11-13Z,1954-03-08Z,M,50001-75000,M,2,0,High School,Professional,1,2,Southwest,US,North America
25198,8312,4,8312,IN,Michelle NULL.Ramirez,1179.86,2003-09-22Z,1954-05-09Z,M,50001-75000,F,2,0,Partial High School,Skilled Manual,1,2,Southwest,US,North America
25199,5764,4,5764,IN,Kyle L.Griffin,1179.86,2003-09-14Z,1953-04-21Z,M,50001-75000,M,3,0,Graduate Degree,Management,1,2,Southwest,US,North America
25201,16253,4,16253,IN,Hunter C.Gonzalez,26.09,2004-04-23Z,1951-03-19Z,M,25001-50000,M,3,0,Partial College,Professional,1,2,Southwest,US,North America
25203,6774,4,6774,IN,Caroline NULL.Wood,-1205.86,2003-09-14Z,1951-02-23Z,S,25001-50000,F,3,0,Partial College,Professional,0,2,Southwest,US,North America
25204,7541,4,7541,IN,Kelly NULL.Barnes,1179.86,2003-09-19Z,1950-09-20Z,S,25001-50000,F,4,0,Partial College,Professional,0,2,Southwest,US,North America
25205,18251,4,18251,IN,John NULL.Jones,27.69,2004-05-03Z,1949-09-14Z,S,25001-50000,M,4,0,High School,Professional,1,2,Southwest,US,North America
25206,6568,4,6568,IN,Ryan W.Bryant,-24.99,2003-10-03Z,1949-10-06Z,S,25001-50000,M,4,0,High School,Professional,1,2,Southwest,US,North America
25208,18489,4,18489,IN,Daniel P.Taylor,22.7,2003-11-22Z,1949-10-07Z,S,25001-50000,M,4,0,High School,Professional,1,2,Southwest,US,North America
25255,5926,4,5926,IN,Logan L.Lal,-32.6,2004-02-08Z,1975-04-27Z,M,25001-50000,M,0,0,High School,Skilled Manual,1,2,Southwest,US,North America
